Guess X,Guess Y,Guess X,Guess Y,Current X,Current Y,Tracker X,Tracker Y,Measured X,Measured Y,Measured X,Measured Y
-301.6100256791339,2042.2120442314902,-306.543325478057,-36.47116929515825,-465.1403506528206,-0.0033218362183137186,-455.5596021751507,1000.0034461035448,-307.78970759492046,2037.0989564712847,-307.8032821972065,-37.09399834213059
-301.6100256791339,2042.2120442314902,-306.543325478057,-36.47116929515825,-465.1403506528206,-0.0033218362183137186,-455.5596021751507,1000.0034461035448,-307.78970759492046,2037.0989564712847,-307.8032821972065,-37.09399834213059
-400.9243487384873,2067.466613344137,-416.8044781597461,-53.70835721808642,-453.5032218388113,-0.008984240369868208,-440.4807222632491,1000.0001510480141,-552.2345562500327,2016.6348625605192,-552.1883412463939,-16.639639597609175
-380.6574638900336,2016.9345194947778,-420.709912852222,-43.93128048934923,-441.8661490731727,-0.01282560035613875,-425.553731487767,999.9980587952264,-389.2623923130782,1970.827878220985,-389.32119580819995,29.166042973966
-399.0618888218885,2012.4967591648797,-411.72422849077617,-20.366546281660327,-430.11197141606675,-0.013291624570449528,-410.479914611841,999.9960080795328,-398.0134186320355,1954.3619377607313,-397.96829471982636,45.63066890068853
-421.4092375115165,2012.626021382075,-448.36412285908904,-15.885903231415988,-418.4757223653126,-0.01133159995852121,-395.55686973786845,999.9949299977256,-510.0487710046753,2013.644117650876,-509.9774589600596,-13.662309826282353
-411.16270864569736,2016.5989378751703,-409.52540588948426,-14.567444210811118,-406.72133731914613,-0.009453877183375436,-380.48322633364313,999.9940549927343,-348.61317883397516,2020.0998174630754,-348.4997730134693,-20.10815815384217
-396.8029222889446,2016.3346821719847,-385.876789529974,-1.7633635621137347,-395.0782673079983,-0.010855531687241543,-365.56014135530495,999.993041246235,-335.4832755255343,1974.396614877142,-335.462240729625,25.5901171225687
-441.07614369110587,2003.460899288799,-432.98784399548805,5.595010946337404,-383.31847079130443,-0.012386689147304921,-350.48422920796224,999.9899677164368,-510.0393364692559,2000.04379181597,-509.9222297196924,-0.08253332640504141
-411.10336627331066,2016.3933898418368,-375.19150519040124,-2.385418983004004,-371.6821664377784,-0.013374970253240772,-335.5559648174365,999.9861059975332,-275.5377738636573,2027.1866012954756,-275.3060805946759,-27.200825498796917
0.0,0.0,-332.95325118478553,3.849272788174683,-359.9288555248196,-0.013316511300785013,-320.4780370314925,999.985189655377,-181.37528837537837,1990.850428219081,-181.08202134039757,9.161165679857845
0.0,0.0,-341.6442807188707,-5.178983678490938,-348.29308963552984,-0.013146933922395975,-305.55201920567225,999.9888229830598,-400.33403474541126,2019.4700379239239,-400.16736991490893,-19.507873184830714
0.0,0.0,-326.92607638657006,7.712353928896571,-336.53969570756146,-0.014543040512403287,-290.4785588655859,999.9940185061608,-307.4783914395238,1970.8938901394095,-307.37928235203987,29.092416596556745
0.0,0.0,-330.3402078228746,16.50000885869698,-324.9027350768254,-0.01647612381987498,-275.5520812076991,999.9959394430409,-350.93660244983954,1976.012015178277,-350.8099508871282,23.970089791593182
0.0,0.0,-306.2391931415313,8.981927905004014,-313.0260650340172,-0.019354873649152306,-260.47500151219515,999.9950127375225,-263.9969661927733,2007.8634959161268,-263.7901890186634,-7.8741718056645595
0.0,0.0,-310.96396244142676,-15.583164844747692,-301.61972994039854,-0.0187756440729388,-245.5479578887481,999.9924678965153,-333.88905889942816,2050.4692973346046,-333.5705492519619,-50.511098362916755
0.0,0.0,-303.051800007511,-14.074202427838538,-289.86612744256655,-0.014745852176821405,-230.47277758508028,999.9915689379177,-293.1921296556609,2002.649430501438,-292.69439131395956,-2.6973036762441325
0.0,0.0,-298.6505976144218,27.248661722512047,-278.1114095067785,-0.01055197512935583,-215.62545311737395,998.166995428921,698.4455239423622,842.1912689898984,-295.5020187483516,74.33047709674247
0.0,0.0,-266.54989747661693,18.760093967716983,-266.47334989593446,-0.008812590883759772,-205.79648540832494,986.9114404023824,751.87356792779,780.8175625113947,-226.4602328131697,7.534277556458505
0.0,0.0,-278.1416582309291,11.7437906927677,-254.8344672608932,-0.010912822489001613,-196.53297298644725,975.2055628572871,785.8560641235131,861.3499493299831,-312.67547193768337,-6.915733573492844
0.0,0.0,-317.74907751506396,19.9528835586729,-243.07941746548605,-0.01281088400132755,-187.29381744278515,963.4811354750154,777.4399653037012,919.70536755853,-367.34753763054243,14.68808782153917
0.0,0.0,-322.78287617345916,21.003530714200295,-231.3243446206608,-0.01354221086719322,-178.2214949556447,952.011932251821,720.8497691343441,610.6624283657118,-53.74612994265998,-1.5888779515614715
0.0,0.0,-280.2690647652112,7.442134840231722,-219.76947973894406,-0.010084216130617031,-168.59086010342907,939.8313976835857,762.5865872059251,799.9335758646876,-247.61336640536123,1.525326923623993
0.0,0.0,-217.72500019920145,13.558162600187373,-208.03907135958988,-0.0073726046393894655,-159.24962065062815,927.9951267222666,739.8710181281818,664.1840093048254,-110.27896041520367,-7.748483027306179
0.0,0.0,-221.94925120085273,5.318040416360153,-196.28360390521107,-0.006784392151787663,-149.90513456359324,916.1635162548366,775.4188480204703,829.4521549527146,-279.0657465076847,-4.195581731556558
0.0,0.0,-203.90355080724058,16.131901502631298,-184.64372259829983,-0.007694005067206282,-140.74530039063097,904.5692901923061,688.6192501132986,463.5332393048006,96.93193406172051,-4.203447095797969
0.0,0.0,-152.04280109684473,5.455376688779533,-173.00120418830176,-0.010522460845193407,-131.4022814146166,892.7367968503195,714.2799323698378,590.592338616175,-32.57443422194534,0.1547350922745636
