Guess X,Guess Y,Guess X,Guess Y,Current X,Current Y,Tracker X,Tracker Y,Measured X,Measured Y,Measured X,Measured Y
-390.9118004939247,2021.3348917429569,-364.07035856916065,-14.082733288625667,-476.6335763819806,-0.0008336550251564183,-470.15903434638057,1000.0045459169646,-379.97786201973054,2015.5041004672296,-380.05743879682467,-15.502072285703662
-390.9118004939247,2021.3348917429569,-364.07035856916065,-14.082733288625667,-476.6335763819806,-0.0008336550251564183,-470.15903434638057,1000.0045459169646,-379.97786201973054,2015.5041004672296,-380.05743879682467,-15.502072285703662
-409.23041075517193,1995.3850811375514,-401.7392340575337,-0.5361307207639876,-464.99533327142376,-0.005371585017849115,-455.22933253717275,1000.0031197590777,-439.3909324461858,1969.8389924012872,-439.43699310740226,30.16649599378934
-392.96505643054763,1996.1583536004716,-397.706067400932,-1.9089314473365038,-453.2406135429298,-0.009711772299825719,-440.30066889508635,999.9998201250914,-377.0750188080324,1999.2590196066117,-377.05737832534237,0.7417369577398176
-418.1126261805954,2007.7547539223424,-426.80096048977543,-19.99558474022631,-441.60239986135036,-0.013085108645089943,-425.22523711508427,999.996230080537,-479.1488351868925,2044.8236677838022,-479.04652018961804,-44.83648308209706
-388.8624337282425,2009.8725961703733,-408.81247698877615,-21.4249853365256,-429.7308630880415,-0.012344789919853461,-410.30211923782156,999.9955360206546,-328.68073583430277,2013.8244191069161,-328.68882737281405,-13.833998467070614
-415.9311546780985,2003.9037777371886,-432.60131539092123,-14.623956809544813,-418.09500537129213,-0.010539351257639452,-395.2280068814873,999.9946930257807,-485.9931198982483,1981.6622528110606,-485.95642603878616,18.323741213031667
-384.9590799513102,2030.5713829780575,-394.72125832710196,-43.414381242741065,-406.45527501628476,-0.00996709479134361,-380.3046840237465,999.9940454176583,-292.86755405868007,2105.969165795525,-292.8013709550847,-105.97584060698955
-348.29171572917016,2017.3904033455517,-367.76403396542236,-33.28145824609096,-394.6971737901962,-0.011553736185677696,-365.23073732854687,999.9914090568648,-258.15560634410156,2000.4992911091013,-257.98041168508246,-0.49770801206102533
-312.82484786186865,2004.7025570934545,-345.1000630532961,-18.67657249565054,-382.9382043839572,-0.013652693087117333,-350.1554077083561,999.9887208722106,-240.0079005404711,1992.5373611860837,-239.89763358379005,7.452323570170165
-291.4746238749906,2003.9077687388717,-328.4537041494359,-19.55592378009432,-371.30159149161517,-0.0131401485968309,-335.22598657829326,999.9858287851191,-240.81908378260908,2032.74814165856,-240.62264310923962,-32.758508208141166
-298.6827905746536,2025.0117548792855,-324.3238522531092,-36.51034698587942,-359.66599193693304,-0.013008173773678171,-320.14733162864866,999.9861541438378,-308.74615215203687,2098.6402191233933,-308.5180089373213,-98.66551961054199
-294.9081998404967,2009.915995788672,-314.51698903815173,-18.069714553096297,-347.91206903195405,-0.012880143205426279,-305.22326159289804,999.9891417032993,-313.1005338137049,1944.8504055475714,-312.82617833206314,55.125630402278944
-261.4810597638284,1981.4672032012409,-291.31581771502175,7.56666885524539,-336.27594889333244,-0.014689456181463438,-290.1490881537569,999.9942782419097,-175.8585047103916,1902.9685360359385,-175.77367162945308,97.03076192610945
-232.12122199200456,1968.9824260450653,-255.43233985694658,12.28291622623581,-324.52016634628706,-0.017869589266054507,-275.2229841171576,999.9961889012231,-120.58191538763745,1920.1130483590032,-120.50364204653567,79.89248801447513
-250.32220660185948,1971.2466200964902,-254.11408660077518,20.306158392328808,-312.76276011312933,-0.019988260406527576,-260.2943759802463,999.994783547112,-355.88623361398726,2017.2117131346154,-355.7475804123579,-17.235166291634755
-270.457397762768,1984.055319603357,-251.11999178101252,24.673953311573356,-301.2391705690147,-0.018976028373148438,-245.2188932029139,999.9913376894355,-323.57258484543786,2023.6476699540717,-323.10068601654075,-23.70100570658417
-244.33918396958458,1996.2955535003139,-228.3062841345553,7.792664482999012,-289.4851940338647,-0.013503820533113668,-230.29516271701058,999.9903631063115,-191.32324886878365,2021.873114653471,-190.70247929641585,-21.868525096039207
0.0,0.0,-237.14567474741548,24.76913474988185,-277.7310141778745,-0.009416826223137793,-215.35983351469483,997.9702165707415,681.2581635492782,818.7472901094181,-262.9263578902901,84.85351220749442
0.0,0.0,-228.22848599428488,30.84525688956133,-266.0909201961713,-0.00880138064480163,-205.58235322917514,986.6740051662194,671.5289341874284,759.4592845507561,-187.1276093607441,80.79864828386928
0.0,0.0,-204.83230016337654,7.111754914431842,-254.21741970111054,-0.01126952847023621,-196.23046920928562,974.8461288908218,778.052861342269,701.446739188026,-155.39488161777118,-36.246195907733295
0.0,0.0,-221.09546762530366,11.353082428976334,-242.69858852448877,-0.014377340455534167,-186.98788071973672,963.1237469403725,764.5532076300699,866.205290675743,-312.4679926172114,14.92631417605071
0.0,0.0,-207.90532624729875,14.057400396190715,-230.9440814209214,-0.014065331059690834,-177.6367172309173,951.2990762534145,724.9166574848745,736.5288489570329,-177.0353428302626,23.544538084705664
0.0,0.0,-215.25392355415275,9.068266515660666,-219.52686571445204,-0.010100539367910997,-168.4746847223921,939.7085564067722,764.1520682930822,797.5437388244754,-245.42402436781805,-0.5479484505603978
0.0,0.0,-212.1515197481337,-0.6052752177190807,-207.77866407062822,-0.006431656083032158,-159.13597324615213,927.8707491342822,774.8981968948073,754.5123884442119,-206.06198017256122,-20.955316109502064
0.0,0.0,-194.49063450133883,6.1670530822084,-196.02306208618003,-0.005493581491167572,-149.78706992403588,916.0414007419961,723.2762918401461,720.0884189652442,-160.66548753576686,21.324202543347496
