Guess X,Guess Y,Current X,Current Y,Tracker X,Tracker Y,Measured X,Measured Y
26.468017977464562,128.40888270309782,28.018510846006656,0.0005338516388788983,-4972.244936555463,-4999.998568562528,21.64840500699096,124.1818291648752
26.468017977464562,128.40888270309782,28.018510846006656,0.0005338516388788983,-4972.244936555463,-4999.998568562528,21.64840500699096,124.1818291648752
-37.9388916096475,55.81923202933285,56.973275177207896,0.0019843840626944482,-4943.312304342482,-4999.997099781836,-63.814078410895505,38.66161759306465
47.0143993694119,32.290583336913826,85.92683537585204,0.00287820207311881,-4914.3797464371855,-4999.993518984263,159.88413854515045,-123.4728702498056
92.7619275765704,34.29986215063613,114.8809782434412,0.005155528020352238,-4885.445970220242,-4999.99149003768,146.22110385316057,50.3160822080749
85.30145010147692,-35.61048499117077,144.12948004184196,0.006099245406292348,-4856.21717888677,-4999.9933116024,49.56472255566333,-91.86657720204836
91.26687447858512,-54.70272535534485,173.38024961958027,0.00376571184290391,-4826.986656278994,-4999.996062729782,298.1910470945332,109.76255687702154
160.8818508468689,8.083906791533977,202.33985936589372,0.0009152953224359201,-4798.047025551382,-4999.999758284534,245.9868771103521,62.77839981619769
194.39059823717778,-26.76347991110149,231.29944234424667,-0.0028296382476112954,-4769.109338266031,-5000.001923979425,169.38267773656256,-143.53210236979254
249.90878881438675,-31.011567408818802,260.5494889408257,-0.003883771181004945,-4739.879955368686,-5000.000820545559,324.3264012972175,-37.3679900311387
279.31475521376194,46.53265193297639,288.5672798119843,3.339748607269816,-4712.808928845395,-4995.419467817675,274.7802492355742,130.48946872652633
266.9946196247537,30.237247274071997,311.9107839323747,20.482796848773067,-4696.677215620084,-4971.376913828584,211.7361806541263,-97.24251358032592
287.502876744271,-20.904219111752816,334.8375549438236,38.22725742756608,-4681.064187420943,-4946.661713784861,263.564874498787,-87.94112548996891
221.30587237388585,-51.36713369463704,355.3715041082144,19.980837834752787,-4665.617046122541,-4922.188961670663,223.45561083078255,-78.43948745513197
185.82628685983576,-4.374860526478793,373.16761991116135,-3.2288224666192678,-4650.001800526242,-4897.479150949814,280.4535603993725,137.65177538913605
300.3400191041527,-70.77035350218988,390.740932403517,-26.240296365175052,-4634.544034626947,-4873.015640237899,481.3829190337042,-7.441291056262555
372.6519496350314,-72.22841209416553,408.49416489480865,-49.48217923419877,-4618.933182178095,-4848.303246084536,441.3505458175989,-37.67424782694215
398.33672331810686,-111.03630463969728,426.06267955001437,-72.50087882904823,-4603.480278285362,-4823.837824923976,437.86748953117893,-175.83531937757368
480.10116400630363,-124.30662500656909,443.63840909447725,-95.5099592041413,-4588.037623661923,-4799.364009254997,591.1652868325356,-186.72801511144826
484.67886124570407,-110.41365561184661,461.3984186454749,-118.74629954937676,-4572.457217627089,-4774.628657282788,411.00469559446816,-62.83150341160427
525.6831778899641,-72.76430442048753,478.9693193709324,-141.76211878920762,-4557.041220890039,-4750.134211357019,593.7828211505109,-20.672316168023944
580.2359302580378,-106.35878489319566,496.7306420543607,-164.99889450723188,-4541.461857053261,-4725.400849864674,675.0871366047552,-170.73680360108577
597.7106399009587,-111.10494928248653,514.307835579715,-188.00781495085084,-4526.027211948159,-4700.923374134626,631.8625276249103,-405.1475007922857
542.268618943528,-200.4869317370357,531.8973005126659,-211.0061332399533,-4510.597653454136,-4676.442639878139,483.2795904959746,-336.38984367131263
521.8170494104717,-254.22034462173042,549.4808613251424,-234.01286795883522,-4495.177522893714,-4651.955985174454,459.8784850261015,-381.49559065222894
503.56073648297047,-262.94715548150674,567.247691573045,-257.24487190853347,-4479.608845160253,-4627.217047258863,492.95262109511526,-235.6904216693873
600.8059850100963,-229.94548843038993,585.0273115064628,-280.4666759507116,-4464.061909727989,-4602.462593549689,702.0378228298098,-155.67712801665215
624.9015249467641,-279.302904683106,611.0490033379378,-288.6321664475035,-4448.690801349232,-4577.939845559448,655.9720600194444,-464.21609870067243
662.3287646222367,-248.03197263222597,639.9908174742792,-289.56441303723915,-4433.33326926512,-4553.410512846975,673.3759596382475,-159.96949281747797
691.2161350616417,-218.14502507530813,669.2257386198864,-290.41513927940684,-4417.817179162447,-4528.638432090544,739.3191757101335,-173.41730416995594
704.309941917319,-200.51926235242834,698.4597912926553,-291.26267911359304,-4396.332246953807,-4512.675165975458,692.7784847936656,-202.09861988393112
726.9783116064661,-280.38169069117833,727.1087115014461,-292.09173962090426,-4367.716419764368,-4511.4644439906,702.8472943913445,-324.051615815593
773.8550685765003,-250.76103207180384,756.0502363049698,-292.93273627348003,-4338.506792764585,-4510.5347318496515,832.267442825739,-223.52727614640247
794.0177480745293,-244.8082593048449,785.286205495688,-293.7842821086178,-4309.588156566975,-4509.624662068092,837.5380580324279,-523.657703911163
850.0959889665332,-329.69379832644836,814.2305716293615,-294.6265331871199,-4280.66790210147,-4508.718022578561,933.5422145463149,-338.71970160451986
860.4653709316922,-239.6378657699106,843.4685450302475,-295.4778841013712,-4251.454600080037,-4507.802381753543,796.0197062560001,-221.72434600308605
818.9915841698056,-233.14578110887092,872.7060685183068,-296.3257706824908,-4222.240547332314,-4506.887616087753,735.838043091109,-230.54792850712823
797.3341197898559,-236.35402844479927,901.6494814644465,-297.16170855666843,-4193.3193890130015,-4505.982829127687,1156.9674793266481,-347.8665845172726
780.524117242036,-235.3857507371553,930.5913201221161,-297.99685647669196,-4164.398341012496,-4505.077177337481,1185.5586343969874,-242.67693711517143
768.0457243110844,-235.71753127214888,959.532764176392,-298.83036537352376,-4135.479151102909,-4504.173007939777,981.6248834779135,-495.5925952646229
